weight,age,height,size
68,32.0,170.18,XXXL
68,25.0,165.1,L
56,33.0,170.18,S
58,30.0,167.64,S
46,44.0,154.94,S
63,45.0,172.72,L
88,31.0,165.1,XXXL
52,30.0,157.48,S
56,31.0,162.56,S
62,39.0,167.64,L
56,31.0,170.18,S
83,41.0,167.64,XXXL
58,50.0,165.1,L
68,39.0,175.26,L
61,32.0,175.26,S
54,30.0,172.72,S
65,31.0,172.72,L
55,47.0,162.56,L
81,45.0,172.72,XXXL
61,34.0,165.1,L
99,22.0,175.26,XXXL
56,30.0,165.1,S
65,34.0,167.64,L
52,16.0,162.56,S
108,34.0,185.42,XXXL
68,52.0,175.26,L
78,40.0,177.8,XXXL
65,32.0,165.1,L
58,34.0,157.48,L
52,29.0,162.56,S
52,20.0,162.56,S
74,38.0,175.26,XXXL
65,41.0,165.1,XXXL
35,22.0,182.88,XXXL
90,35.0,165.1,XXXL
83,37.0,167.64,XXXL
72,28.0,175.26,XXXL
59,26.0,162.56,S
77,28.0,172.72,XXXL
55,26.0,170.18,S
68,32.0,162.56,XXXL
56,25.0,162.56,S
56,30.0,157.48,S
77,48.0,165.1,XXXL
77,48.0,167.64,XXXL
80,32.0,165.1,XXXL
59,47.0,165.1,L
62,37.0,154.94,XXXL
56,35.0,162.56,S
61,25.0,175.26,S
70,39.0,167.64,XXXL
61,32.0,165.1,L
56,32.0,175.26,S
56,42.0,175.26,S
58,29.0,182.88,S
57,27.0,160.02,S
54,28.0,170.18,S
83,49.0,160.02,XXXL
74,27.0,182.88,L
63,29.0,172.72,L
68,31.0,175.26,L
52,22.0,167.64,S
56,43.0,170.18,S
95,33.0,154.94,XXXL
68,30.0,167.64,XXXL
90,34.0,160.02,XXXL
49,34.0,160.02,S
77,33.0,167.64,XXXL
43,31.0,152.4,S
99,57.0,170.18,XXXL
63,31.0,172.72,L
72,44.0,162.56,XXXL
58,35.0,162.56,L
60,27.0,170.18,S
72,33.0,167.64,XXXL
90,32.0,175.26,XXXL
55,42.0,167.64,S
65,32.0,162.56,L
68,25.0,167.64,XXXL
54,37.0,160.02,S
53,34.0,167.64,S
77,22.0,160.02,XXXL
54,54.0,157.48,S
79,28.0,167.64,XXXL
54,25.0,165.1,S
47,29.0,147.32,S
79,72.0,160.02,XXXL
72,31.0,170.18,XXXL
55,27.0,167.64,L
61,34.0,167.64,L
49,26.0,152.4,S
58,20.0,167.64,L
58,41.0,165.1,L
58,28.0,167.64,L
54,27.0,162.56,S
58,36.0,170.18,S
68,31.0,165.1,XXXL
70,36.0,165.1,XXXL
52,44.0,154.94,S
78,38.0,172.72,XXXL
68,40.0,180.34,L
61,26.0,177.8,L
77,30.0,162.56,XXXL
51,22.0,152.4,S
65,40.0,167.64,XXXL
70,35.0,170.18,XXXL
79,30.0,162.56,XXXL
74,29.0,162.56,XXXL
80,31.0,157.48,XXXL
61,29.0,162.56,S
83,31.0,157.48,XXXL
67,29.0,175.26,L
70,28.0,167.64,XXXL
56,40.0,157.48,L
55,26.0,167.64,S
64,41.0,175.26,L
65,33.0,167.64,L
81,22.0,175.26,XXXL
58,36.0,162.56,S
61,32.0,162.56,S
51,30.0,162.56,S
54,34.0,162.56,S
65,23.0,175.26,L
59,50.0,167.64,L
81,2.0,177.8,XXXL
56,33.0,162.56,S
74,38.0,175.26,XXXL
68,32.0,165.1,XXXL
65,47.0,167.64,XXXL
70,39.0,165.1,XXXL
61,40.0,165.1,L
54,38.0,165.1,S
90,36.0,175.26,XXXL
56,33.0,167.64,S
52,30.0,154.94,S
55,26.0,170.18,S
61,33.0,165.1,XXXL
113,26.0,160.02,S
79,52.0,165.1,XXXL
103,38.0,172.72,XXXL
58,22.0,165.1,S
65,29.0,167.64,XXXL
74,40.0,172.72,XXXL
47,42.0,154.94,S
48,34.0,157.48,S
79,34.0,180.34,XXXL
88,36.0,160.02,XXXL
90,50.0,170.18,XXXL
63,41.0,167.64,L
63,36.0,157.48,XXXL
63,32.0,162.56,XXXL
66,31.0,170.18,S
67,29.0,157.48,L
72,43.0,165.1,XXXL
83,40.0,165.1,XXXL
58,29.0,170.18,S
58,32.0,162.56,S
54,36.0,157.48,S
70,37.0,170.18,XXXL
83,32.0,182.88,XXXL
49,28.0,157.48,S
52,32.0,160.02,S
90,26.0,185.42,XXXL
58,26.0,177.8,S
66,57.0,180.34,XXXL
63,30.0,170.18,L
75,34.0,170.18,XXXL
63,44.0,170.18,XXXL
72,33.0,167.64,XXXL
95,36.0,172.72,XXXL
52,28.0,154.94,S
65,30.0,167.64,L
70,29.0,162.56,XXXL
65,31.0,167.64,L
49,57.0,165.1,S
52,29.0,162.56,S
56,31.0,162.56,S
54,26.0,160.02,S
61,31.0,162.56,XXXL
58,36.0,160.02,L
61,40.0,165.1,S
68,29.0,172.72,L
74,29.0,162.56,XXXL
81,39.0,175.26,XXXL
81,40.0,170.18,XXXL
56,28.0,160.02,S
50,29.0,162.56,S
58,28.0,167.64,S
53,42.0,172.72,S
56,32.0,152.4,S
62,30.0,167.64,L
49,38.0,154.94,S
74,36.0,160.02,XXXL
58,31.0,162.56,L
63,37.0,162.56,L
58,36.0,162.56,S
76,33.0,165.1,XXXL
68,31.0,180.34,L
68,21.0,175.26,L
68,37.0,185.42,XXXL
50,35.0,157.48,S
52,33.0,165.1,S
60,26.0,170.18,S
52,31.0,162.56,S
58,35.0,167.64,S
70,36.0,167.64,XXXL
81,29.0,172.72,XXXL
45,39.0,157.48,S
54,42.0,172.72,S
54,35.0,162.56,L
77,39.0,154.94,XXXL
54,29.0,165.1,S
61,33.0,157.48,XXXL
53,44.0,162.56,S
64,33.0,182.88,L
58,31.0,167.64,L
62,56.0,165.1,L
83,40.0,180.34,XXXL
47,25.0,157.48,S
81,31.0,182.88,XXXL
61,32.0,160.02,L
56,40.0,162.56,S
58,29.0,157.48,S
57,30.0,157.48,S
55,26.0,165.1,S
74,30.0,162.56,XXXL
77,31.0,172.72,XXXL
65,30.0,180.34,L
50,35.0,162.56,S
47,25.0,154.94,S
58,33.0,154.94,S
58,55.0,162.56,L
117,26.0,165.1,XXXL
65,58.0,167.64,XXXL
63,30.0,165.1,S
54,32.0,167.64,L
68,49.0,165.1,XXXL
47,43.0,157.48,S
74,33.0,167.64,XXXL
52,40.0,162.56,S
68,44.0,162.56,XXXL
46,35.0,162.56,S
61,46.0,170.18,XXXL
51,27.0,160.02,S
71,43.0,167.64,XXXL
58,31.0,157.48,S
77,31.0,175.26,XXXL
65,30.0,160.02,L
63,39.0,157.48,XXXL
56,31.0,157.48,S
70,49.0,165.1,XXXL
52,36.0,162.56,S
53,32.0,165.1,S
62,29.0,157.48,L
77,23.0,185.42,XXXL
61,29.0,154.94,L
49,37.0,160.02,S
68,37.0,165.1,L
72,31.0,160.02,XXXL
52,29.0,160.02,S
52,35.0,172.72,S
90,33.0,172.72,L
74,31.0,170.18,XXXL
58,24.0,160.02,S
52,42.0,175.26,S
56,30.0,170.18,S
66,31.0,154.94,XXXL
68,29.0,165.1,XXXL
52,25.0,157.48,S
65,19.0,167.64,L
63,29.0,175.26,L
63,28.0,167.64,L
83,31.0,177.8,XXXL
107,28.0,167.64,XXXL
86,29.0,170.18,XXXL
72,29.0,175.26,XXXL
62,37.0,167.64,L
50,35.0,167.64,S
58,37.0,172.72,L
54,24.0,167.64,S
52,32.0,157.48,S
67,28.0,165.1,XXXL
56,41.0,160.02,S
57,30.0,172.72,S
54,36.0,172.72,S
68,29.0,172.72,L
49,31.0,149.86,S
92,23.0,182.88,XXXL
95,30.0,170.18,XXXL
86,42.0,167.64,XXXL
54,32.0,162.56,S
86,43.0,165.1,XXXL
68,35.0,162.56,XXXL
49,31.0,154.94,S
83,29.0,180.34,XXXL
61,32.0,167.64,L
49,32.0,154.94,S
81,34.0,170.18,XXXL
77,26.0,182.88,XXXL
68,44.0,160.02,XXXL
72,36.0,175.26,XXXL
58,25.0,160.02,S
50,30.0,157.48,S
54,27.0,162.56,XXXL
65,48.0,172.72,L
72,38.0,167.64,XXXL
74,32.0,160.02,XXXL
63,35.0,165.1,L
61,33.0,170.18,L
81,48.0,167.64,XXXL
50,24.0,160.02,L
60,36.0,160.02,L
97,39.0,165.1,XXXL
72,35.0,175.26,XXXL
77,40.0,165.1,XXXL
48,42.0,162.56,S
58,34.0,170.18,L
61,25.0,160.02,L
79,36.0,167.64,XXXL
77,40.0,165.1,XXXL
70,32.0,165.1,XXXL
54,32.0,165.1,XXXL
56,23.0,162.56,S
57,33.0,170.18,S
53,33.0,162.56,S
50,39.0,160.02,S
52,45.0,154.94,S
81,34.0,167.64,XXXL
49,33.0,162.56,S
72,25.0,177.8,L
52,50.0,162.56,S
56,30.0,162.56,L
67,36.0,162.56,L
56,35.0,162.56,S
54,27.0,162.56,S
68,30.0,175.26,L
52,41.0,154.94,S
56,25.0,167.64,S
61,36.0,167.64,L
62,40.0,177.8,S
50,39.0,154.94,S
68,36.0,187.96,L
58,28.0,175.26,S
77,35.0,170.18,XXXL
53,39.0,165.1,S
70,33.0,167.64,XXXL
74,29.0,165.1,XXXL
47,28.0,154.94,S
86,31.0,170.18,XXXL
63,27.0,157.48,L
117,38.0,162.56,XXXL
48,26.0,162.56,S
53,38.0,157.48,S
58,49.0,165.1,S
79,38.0,165.1,XXXL
69,31.0,160.02,XXXL
73,43.0,157.48,XXXL
88,42.0,162.56,XXXL
52,38.0,162.56,S
72,34.0,167.64,XXXL
59,42.0,170.18,S
63,31.0,170.18,L
86,45.0,160.02,XXXL
52,37.0,165.1,S
61,30.0,175.26,S
61,32.0,165.1,L
72,38.0,175.26,XXXL
74,41.0,165.1,XXXL
53,27.0,165.1,S
77,48.0,152.4,XXXL
72,41.0,172.72,L
65,30.0,160.02,L
99,37.0,180.34,XXXL
63,31.0,175.26,L
74,28.0,170.18,XXXL
70,31.0,165.1,XXXL
77,54.0,177.8,XXXL
77,32.0,165.1,XXXL
53,29.0,162.56,S
61,31.0,165.1,L
58,21.0,160.02,S
86,54.0,157.48,XXXL
58,26.0,175.26,S
61,28.0,175.26,L
61,39.0,172.72,XXXL
47,28.0,152.4,S
120,50.0,170.18,XXXL
56,23.0,152.4,S
54,33.0,162.56,S
58,33.0,162.56,L
58,45.0,167.64,XXXL
58,50.0,175.26,L
54,27.0,172.72,S
68,33.0,162.56,XXXL
61,34.0,170.18,S
65,32.0,167.64,XXXL
90,42.0,170.18,XXXL
72,41.0,165.1,XXXL
77,31.0,160.02,L
70,35.0,170.18,XXXL
68,30.0,162.56,XXXL
61,20.0,162.56,L
65,37.0,177.8,L
56,26.0,170.18,S
68,29.0,160.02,XXXL
68,36.0,167.64,XXXL
54,30.0,160.02,S
68,33.0,162.56,XXXL
58,31.0,162.56,S
65,38.0,177.8,L
65,32.0,170.18,L
74,41.0,172.72,XXXL
77,32.0,170.18,XXXL
61,29.0,170.18,L
63,29.0,165.1,L
54,56.0,162.56,L
86,33.0,172.72,XXXL
70,36.0,165.1,XXXL
54,31.0,167.64,S
68,28.0,162.56,L
57,33.0,167.64,S
68,32.0,165.1,L
63,30.0,167.64,S
52,32.0,154.94,S
90,21.0,167.64,XXXL
72,33.0,162.56,XXXL
61,31.0,170.18,L
63,42.0,160.02,L
78,59.0,160.02,XXXL
52,29.0,160.02,S
70,32.0,170.18,XXXL
90,35.0,170.18,XXXL
63,30.0,172.72,L
68,30.0,165.1,L
68,37.0,167.64,L
56,33.0,162.56,S
54,24.0,157.48,S
74,3.0,172.72,XXXL
58,41.0,167.64,L
46,42.0,152.4,S
86,29.0,172.72,XXXL
61,30.0,165.1,XXXL
77,21.0,157.48,XXXL
68,29.0,172.72,L
54,24.0,160.02,S
56,21.0,157.48,S
83,34.0,165.1,XXXL
97,35.0,162.56,XXXL
61,34.0,165.1,L
70,31.0,175.26,L
49,37.0,157.48,S
54,38.0,162.56,S
65,35.0,167.64,L
55,46.0,170.18,S
55,38.0,152.4,S
58,29.0,160.02,L
83,30.0,180.34,XXXL
61,31.0,170.18,S
56,25.0,157.48,S
65,38.0,165.1,L
56,31.0,162.56,S
68,36.0,160.02,XXXL
52,57.0,162.56,S
56,31.0,170.18,S
72,27.0,175.26,XXXL
61,34.0,170.18,S
47,40.0,162.56,S
61,38.0,172.72,L
70,32.0,160.02,XXXL
52,40.0,157.48,S
63,29.0,175.26,L
70,38.0,167.64,XXXL
83,31.0,182.88,XXXL
61,29.0,170.18,L
86,26.0,180.34,XXXL
65,33.0,182.88,L
79,50.0,172.72,XXXL
81,26.0,170.18,XXXL
47,41.0,157.48,S
101,34.0,170.18,XXXL
56,31.0,177.8,L
59,41.0,172.72,S
61,36.0,162.56,XXXL
81,38.0,149.86,XXXL
64,50.0,167.64,S
56,39.0,165.1,L
56,28.0,170.18,S
68,31.0,175.26,L
70,29.0,167.64,XXXL
68,32.0,157.48,XXXL
55,26.0,170.18,S
52,47.0,160.02,S
70,23.0,180.34,XXXL
70,32.0,165.1,XXXL
81,35.0,180.34,XXXL
57,33.0,147.32,L
86,40.0,172.72,XXXL
68,30.0,175.26,L
106,29.0,165.1,XXXL
65,38.0,182.88,L
80,28.0,165.1,XXXL
53,27.0,160.02,S
68,49.0,165.1,XXXL
61,20.0,170.18,XXXL
52,32.0,160.02,S
73,34.0,160.02,L
54,30.0,162.56,S
74,45.0,162.56,XXXL
72,36.0,172.72,XXXL
65,30.0,160.02,XXXL
104,33.0,157.48,XXXL
79,34.0,172.72,XXXL
79,33.0,170.18,XXXL
79,32.0,160.02,XXXL
50,33.0,157.48,L
54,27.0,157.48,S
58,31.0,167.64,L
68,27.0,180.34,L
57,41.0,165.1,L
74,46.0,167.64,XXXL
72,54.0,175.26,XXXL
63,30.0,175.26,L
62,31.0,165.1,S
53,31.0,157.48,S
58,25.0,175.26,S
65,31.0,172.72,L
74,27.0,170.18,XXXL
53,26.0,165.1,S
56,32.0,170.18,S
58,33.0,167.64,L
63,29.0,167.64,L
77,50.0,160.02,XXXL
106,30.0,165.1,XXXL
65,30.0,177.8,L
50,33.0,157.48,S
54,25.0,162.56,S
49,27.0,170.18,S
129,30.0,170.18,XXXL
60,32.0,162.56,S
63,54.0,170.18,XXXL
68,32.0,165.1,L
51,31.0,157.48,S
86,32.0,157.48,XXXL
54,26.0,177.8,S
77,32.0,165.1,XXXL
77,36.0,157.48,XXXL
61,28.0,157.48,S
62,28.0,157.48,L
70,25.0,167.64,L
75,49.0,162.56,XXXL
56,32.0,170.18,S
61,27.0,162.56,L
81,25.0,167.64,XXXL
55,34.0,177.8,S
74,30.0,165.1,XXXL
56,29.0,170.18,S
56,33.0,172.72,S
65,35.0,152.4,L
77,32.0,157.48,XXXL
68,39.0,172.72,XXXL
68,34.0,160.02,XXXL
65,26.0,167.64,L
63,43.0,157.48,L
47,36.0,160.02,S
63,33.0,170.18,L
79,33.0,170.18,XXXL
49,38.0,162.56,S
51,55.0,162.56,S
56,32.0,177.8,S
67,45.0,165.1,XXXL
54,38.0,157.48,S
72,29.0,157.48,XXXL
58,35.0,177.8,S
52,29.0,162.56,L
63,43.0,160.02,L
81,30.0,167.64,XXXL
61,33.0,167.64,L
66,47.0,172.72,S
54,40.0,162.56,S
77,28.0,165.1,XXXL
58,36.0,167.64,S
63,33.0,165.1,L
77,47.0,172.72,XXXL
52,34.0,157.48,S
54,29.0,165.1,S
81,33.0,162.56,XXXL
55,26.0,170.18,S
72,20.0,185.42,L
68,30.0,185.42,L
63,30.0,170.18,L
56,26.0,160.02,S
61,23.0,167.64,L
68,45.0,167.64,XXXL
65,28.0,177.8,XXXL
63,27.0,177.8,S
49,31.0,170.18,S
55,31.0,167.64,S
52,31.0,162.56,S
53,36.0,157.48,S
56,60.0,152.4,L
61,28.0,160.02,L
58,41.0,172.72,L
50,32.0,154.94,S
80,31.0,162.56,XXXL
48,23.0,160.02,S
52,30.0,170.18,S
76,28.0,172.72,XXXL
58,53.0,165.1,L
58,32.0,165.1,L
72,32.0,170.18,XXXL
58,37.0,162.56,L
63,45.0,165.1,L
72,38.0,157.48,XXXL
61,28.0,172.72,S
53,29.0,157.48,S
77,34.0,162.56,XXXL
68,28.0,167.64,L
54,36.0,167.64,S
65,36.0,165.1,L
61,28.0,170.18,L
54,28.0,157.48,S
61,28.0,170.18,L
49,25.0,157.48,S
52,33.0,162.56,S
58,35.0,160.02,L
61,32.0,157.48,L
62,47.0,170.18,L
49,38.0,162.56,S
61,30.0,165.1,L
58,35.0,172.72,S
63,31.0,165.1,L
86,28.0,165.1,XXXL
52,29.0,160.02,S
54,22.0,165.1,S
58,29.0,170.18,L
48,42.0,149.86,XXXL
68,28.0,180.34,L
74,37.0,172.72,XXXL
61,21.0,167.64,S
69,49.0,160.02,XXXL
55,24.0,162.56,S
69,37.0,162.56,XXXL
65,39.0,165.1,XXXL
68,34.0,165.1,L
56,29.0,165.1,S
52,30.0,157.48,S
68,32.0,180.34,L
90,35.0,175.26,XXXL
56,29.0,165.1,S
72,40.0,167.64,XXXL
68,37.0,170.18,XXXL
61,36.0,167.64,L
56,37.0,165.1,S
68,33.0,175.26,L
68,29.0,162.56,XXXL
61,25.0,172.72,S
52,25.0,162.56,S
58,32.0,167.64,S
61,29.0,167.64,L
77,31.0,162.56,XXXL
70,44.0,160.02,XXXL
56,37.0,157.48,S
50,31.0,157.48,S
77,30.0,160.02,XXXL
63,31.0,170.18,L
52,27.0,154.94,S
65,29.0,162.56,XXXL
58,37.0,160.02,L
68,30.0,157.48,XXXL
63,34.0,162.56,XXXL
53,30.0,170.18,S
63,26.0,180.34,L
62,29.0,165.1,L
82,42.0,157.48,XXXL
50,35.0,170.18,S
49,33.0,162.56,S
49,17.0,157.48,S
61,36.0,170.18,L
72,29.0,167.64,L
52,27.0,152.4,S
90,33.0,175.26,XXXL
74,32.0,162.56,XXXL
61,27.0,167.64,L
63,30.0,162.56,L
65,44.0,172.72,L
56,40.0,165.1,S
81,31.0,172.72,L
52,29.0,162.56,S
61,38.0,154.94,L
68,49.0,162.56,XXXL
56,24.0,165.1,S
86,27.0,172.72,XXXL
54,21.0,157.48,S
59,27.0,160.02,L
83,31.0,172.72,XXXL
47,117.0,152.4,S
81,34.0,154.94,XXXL
63,19.0,160.02,L
58,44.0,162.56,L
66,36.0,170.18,L
70,32.0,165.1,XXXL
68,32.0,172.72,XXXL
57,32.0,160.02,S
54,37.0,165.1,S
47,27.0,157.48,S
58,30.0,165.1,L
72,30.0,160.02,XXXL
70,28.0,165.1,XXXL
77,50.0,162.56,XXXL
86,42.0,165.1,XXXL
52,22.0,152.4,S
61,33.0,167.64,L
57,51.0,167.64,L
54,30.0,162.56,S
79,27.0,167.64,XXXL
55,22.0,167.64,S
79,45.0,162.56,XXXL
43,40.0,152.4,S
83,27.0,157.48,XXXL
86,41.0,185.42,XXXL
68,37.0,165.1,XXXL
61,24.0,170.18,L
70,37.0,175.26,L
52,29.0,160.02,S
65,27.0,165.1,L
63,26.0,175.26,S
52,40.0,160.02,S
68,32.0,170.18,XXXL
64,33.0,165.1,L
63,32.0,175.26,L
77,34.0,177.8,XXXL
65,35.0,170.18,L
86,29.0,175.26,XXXL
65,32.0,160.02,L
61,44.0,165.1,L
48,31.0,154.94,S
68,25.0,160.02,L
54,26.0,154.94,S
54,38.0,162.56,S
58,40.0,167.64,S
56,30.0,167.64,S
70,35.0,172.72,XXXL
58,30.0,160.02,S
65,27.0,175.26,L
58,31.0,162.56,L
63,51.0,170.18,L
53,58.0,172.72,S
58,30.0,167.64,S
62,49.0,160.02,XXXL
52,25.0,162.56,S
70,35.0,160.02,L
49,57.0,165.1,S
59,36.0,167.64,S
61,49.0,167.64,L
54,42.0,160.02,L
58,29.0,157.48,S
49,39.0,160.02,S
55,46.0,172.72,XXXL
54,30.0,165.1,S
61,27.0,162.56,L
53,31.0,162.56,S
86,32.0,175.26,XXXL
51,49.0,160.02,S
69,40.0,175.26,XXXL
74,40.0,172.72,XXXL
56,38.0,167.64,S
72,30.0,175.26,XXXL
78,35.0,165.1,XXXL
68,30.0,157.48,XXXL
56,29.0,170.18,S
72,30.0,162.56,XXXL
61,43.0,165.1,S
53,30.0,149.86,S
54,32.0,172.72,S
70,48.0,172.72,XXXL
83,32.0,175.26,XXXL
58,26.0,165.1,L
88,29.0,167.64,XXXL
58,33.0,167.64,S
79,28.0,162.56,XXXL
58,32.0,157.48,L
68,40.0,170.18,XXXL
72,31.0,167.64,XXXL
65,33.0,180.34,XXXL
58,34.0,154.94,L
56,35.0,162.56,S
65,29.0,172.72,L
72,24.0,160.02,L
81,28.0,167.64,XXXL
56,32.0,162.56,S
69,26.0,154.94,XXXL
81,50.0,167.64,XXXL
54,34.0,175.26,S
58,34.0,157.48,S
77,33.0,170.18,XXXL
68,33.0,167.64,XXXL
63,31.0,167.64,L
77,29.0,172.72,XXXL
53,32.0,170.18,S
63,31.0,167.64,L
95,24.0,175.26,XXXL
62,40.0,165.1,XXXL
58,41.0,167.64,L
58,26.0,167.64,S
56,40.0,165.1,S
52,30.0,160.02,S
56,31.0,157.48,L
52,35.0,162.56,S
72,26.0,167.64,XXXL
65,26.0,170.18,L
61,33.0,162.56,L
58,41.0,165.1,S
61,32.0,172.72,L
52,48.0,157.48,S
56,30.0,162.56,S
97,34.0,162.56,XXXL
61,20.0,152.4,L
70,48.0,165.1,XXXL
63,29.0,162.56,S
57,38.0,167.64,S
49,31.0,167.64,S
56,51.0,167.64,L
79,31.0,175.26,XXXL
76,38.0,177.8,XXXL
56,32.0,167.64,S
54,33.0,165.1,S
79,37.0,177.8,XXXL
52,28.0,157.48,S
62,48.0,170.18,L
63,34.0,162.56,XXXL
63,22.0,160.02,L
81,29.0,175.26,XXXL
61,40.0,162.56,L
55,41.0,157.48,L
72,32.0,160.02,XXXL
52,35.0,167.64,S
97,33.0,172.72,XXXL
51,27.0,160.02,S
75,41.0,162.56,XXXL
54,23.0,177.8,S
58,33.0,157.48,L
68,39.0,177.8,L
61,29.0,165.1,S
74,30.0,162.56,XXXL
81,56.0,154.94,XXXL
63,30.0,170.18,L
68,53.0,167.64,XXXL
52,30.0,162.56,S
68,28.0,170.18,XXXL
95,34.0,157.48,XXXL
57,34.0,165.1,S
55,36.0,165.1,S
68,22.0,167.64,XXXL
72,38.0,170.18,XXXL
65,29.0,170.18,L
49,58.0,162.56,S
72,41.0,180.34,XXXL
63,42.0,154.94,XXXL
72,33.0,172.72,XXXL
55,33.0,170.18,S
70,40.0,165.1,XXXL
59,32.0,162.56,S
81,33.0,175.26,XXXL
53,35.0,162.56,S
57,49.0,162.56,S
58,34.0,154.94,S
54,34.0,167.64,S
90,27.0,162.56,XXXL
60,26.0,162.56,L
72,69.0,167.64,XXXL
49,29.0,160.02,S
69,50.0,167.64,XXXL
61,28.0,167.64,L
58,36.0,165.1,L
72,36.0,162.56,XXXL
47,30.0,167.64,S
54,30.0,167.64,S
68,25.0,172.72,XXXL
104,43.0,162.56,XXXL
53,37.0,165.1,S
73,58.0,180.34,XXXL
68,43.0,165.1,XXXL
50,34.0,157.48,S
61,47.0,165.1,L
62,40.0,172.72,L
56,30.0,170.18,L
77,30.0,157.48,XXXL
54,37.0,162.56,S
62,41.0,172.72,L
61,28.0,175.26,L
65,27.0,165.1,L
71,34.0,160.02,XXXL
86,25.0,157.48,XXXL
56,20.0,177.8,S
74,30.0,170.18,XXXL
90,34.0,162.56,XXXL
58,50.0,167.64,L
62,27.0,170.18,L
63,28.0,180.34,L
52,27.0,157.48,S
63,38.0,167.64,L
63,41.0,172.72,L
72,29.0,165.1,XXXL
58,30.0,160.02,L
54,28.0,165.1,S
63,28.0,167.64,L
52,65.0,162.56,XXXL
63,35.0,167.64,XXXL
63,27.0,157.48,L
55,39.0,160.02,S
58,32.0,157.48,L
63,21.0,160.02,L
58,27.0,162.56,L
61,35.0,170.18,L
63,28.0,167.64,L
69,34.0,162.56,XXXL
61,33.0,175.26,L
54,29.0,157.48,L
49,20.0,170.18,S
55,34.0,167.64,S
72,53.0,172.72,XXXL
71,39.0,175.26,XXXL
54,36.0,160.02,S
52,31.0,162.56,S
49,31.0,157.48,S
52,56.0,162.56,S
88,34.0,165.1,XXXL
83,29.0,167.64,XXXL
60,39.0,177.8,S
61,30.0,157.48,L
58,21.0,172.72,L
53,29.0,180.34,S
49,91.0,160.02,S
52,25.0,172.72,S
58,30.0,160.02,S
88,24.0,177.8,XXXL
68,33.0,165.1,L
56,27.0,160.02,S
70,38.0,180.34,XXXL
56,33.0,167.64,S
108,34.0,185.42,XXXL
77,45.0,182.88,XXXL
82,52.0,165.1,XXXL
58,29.0,172.72,S
63,51.0,167.64,XXXL
72,31.0,167.64,XXXL
58,34.0,177.8,S
59,31.0,162.56,XXXL
83,39.0,170.18,XXXL
52,28.0,165.1,S
72,52.0,167.64,XXXL
53,47.0,154.94,L
62,32.0,160.02,L
58,31.0,167.64,S
63,33.0,170.18,L
70,31.0,162.56,XXXL
86,39.0,170.18,XXXL
72,37.0,162.56,XXXL
56,53.0,165.1,L
58,51.0,160.02,L
48,38.0,160.02,S
62,36.0,175.26,L
79,35.0,170.18,XXXL
68,19.0,167.64,XXXL
65,29.0,167.64,L
62,39.0,170.18,S
70,25.0,177.8,XXXL
54,29.0,170.18,S
56,31.0,165.1,S
70,33.0,165.1,XXXL
68,35.0,167.64,L
63,24.0,160.02,L
56,30.0,167.64,S
83,33.0,157.48,XXXL
42,44.0,157.48,S
74,37.0,165.1,L
54,41.0,160.02,S
67,32.0,162.56,XXXL
56,49.0,157.48,L
54,30.0,167.64,S
62,29.0,167.64,S
74,30.0,162.56,XXXL
63,37.0,165.1,XXXL
52,43.0,162.56,S
52,35.0,165.1,S
63,44.0,172.72,L
70,32.0,172.72,XXXL
77,43.0,172.72,XXXL
63,25.0,162.56,L
74,47.0,167.64,XXXL
47,42.0,157.48,S
72,30.0,177.8,L
52,38.0,160.02,S
52,35.0,165.1,S
61,29.0,170.18,L
95,31.0,165.1,XXXL
63,44.0,157.48,XXXL
58,32.0,172.72,S
47,33.0,154.94,S
67,28.0,160.02,L
61,32.0,165.1,L
58,27.0,172.72,L
77,27.0,160.02,XXXL
56,39.0,165.1,S
51,49.0,165.1,S
81,37.0,172.72,XXXL
74,33.0,165.1,XXXL
65,39.0,175.26,XXXL
77,31.0,162.56,XXXL
49,41.0,154.94,S
89,38.0,170.18,XXXL
63,17.0,170.18,XXXL
55,26.0,170.18,S
83,27.0,172.72,XXXL
63,30.0,165.1,S
63,41.0,167.64,L
58,34.0,167.64,L
58,30.0,170.18,S
54,30.0,165.1,S
88,33.0,170.18,XXXL
68,46.0,170.18,XXXL
63,39.0,160.02,L
63,28.0,172.72,S
53,22.0,160.02,S
56,31.0,165.1,S
65,32.0,172.72,XXXL
56,54.0,165.1,S
74,32.0,170.18,XXXL
41,36.0,149.86,S
56,38.0,160.02,S
74,36.0,167.64,XXXL
52,28.0,160.02,S
63,44.0,172.72,L
83,41.0,170.18,XXXL
61,50.0,165.1,L
61,58.0,165.1,XXXL
70,41.0,175.26,XXXL
65,61.0,162.56,XXXL
54,47.0,162.56,S
56,47.0,162.56,L
58,28.0,170.18,S
72,34.0,160.02,XXXL
48,28.0,160.02,S
72,31.0,170.18,L
58,32.0,162.56,L
54,27.0,160.02,S
52,40.0,162.56,S
58,31.0,172.72,S
68,36.0,165.1,XXXL
58,34.0,167.64,L
102,28.0,180.34,XXXL
57,36.0,172.72,S
67,37.0,162.56,L
49,31.0,157.48,S
83,33.0,177.8,XXXL
61,28.0,165.1,L
56,36.0,162.56,S
72,32.0,170.18,XXXL
51,34.0,160.02,S
45,28.0,157.48,S
61,29.0,152.4,L
68,27.0,165.1,XXXL
72,30.0,167.64,XXXL
63,38.0,170.18,L
77,30.0,160.02,XXXL
63,40.0,177.8,L
58,29.0,154.94,L
